Month,Department,COGSTRY,DepreciationTRY,InterestTRY,OperatingExpenseTRY,RevenueTRY,TaxTRY,GrossProfitTRY,EBITDATRY,EBITTRY,EBTTRY,NetIncomeTRY,GrossMarginPct,EBITDAMarginPct,NetIncomeMarginPct,Version,Year,MonthKey
2023-06-01,Finance & Corporate,0.0,0.0,420000.0,4901748.26,0.0,2445170.59,0.0,-4901748.26,-4901748.26,-5321748.26,-7766918.85,,,,Actual,2023,2023-06
2023-06-01,Marketing,0.0,0.0,0.0,5008160.86,0.0,0.0,0.0,-5008160.86,-5008160.86,-5008160.86,-5008160.86,,,,Actual,2023,2023-06
2023-06-01,Operations,0.0,0.0,0.0,7083417.51,0.0,0.0,0.0,-7083417.51,-7083417.51,-7083417.51,-7083417.51,,,,Actual,2023,2023-06
2023-06-01,Sales,51142039.519999996,0.0,0.0,16146961.139999999,100089149.46,0.0,48947109.94,32800148.799999997,32800148.799999997,32800148.799999997,32800148.799999997,0.48903512722486875,0.3277093368957878,0.3277093368957878,Actual,2023,2023-06
2023-06-01,Technology,0.0,169791.67,0.0,6676340.78,0.0,0.0,0.0,-6676340.78,-6846132.45,-6846132.45,-6846132.45,,,,Actual,2023,2023-06
2023-07-01,Customer Success,1311553.48,0.0,0.0,2441722.9899999998,5189165.55,0.0,3877612.07,1435889.08,1435889.08,1435889.08,1435889.08,0.7472515634040622,0.27670905199777257,0.27670905199777257,Actual,2023,2023-07
2023-07-01,Finance & Corporate,0.0,0.0,420000.0,4898675.819999999,0.0,2223414.5,0.0,-4898675.819999999,-4898675.819999999,-5318675.819999999,-7542090.319999999,,,,Actual,2023,2023-07
2023-07-01,Marketing,0.0,0.0,0.0,5161211.9,0.0,0.0,0.0,-5161211.9,-5161211.9,-5161211.9,-5161211.9,,,,Actual,2023,2023-07
2023-07-01,Operations,0.0,0.0,0.0,7121308.88,0.0,0.0,0.0,-7121308.88,-7121308.88,-7121308.88,-7121308.88,,,,Actual,2023,2023-07
2023-07-01,Sales,49966338.74,0.0,0.0,16331686.58,98405466.59,0.0,48439127.85,32107441.270000003,32107441.270000003,32107441.270000003,32107441.270000003,0.49224021315623134,0.3262770086114583,0.3262770086114583,Actual,2023,2023-07
2023-07-01,Technology,0.0,169791.67,0.0,6878684.1,0.0,0.0,0.0,-6878684.1,-7048475.77,-7048475.77,-7048475.77,,,,Actual,2023,2023-07
2023-08-01,Customer Success,1365217.25,0.0,0.0,2417514.74,5308829.1,0.0,3943611.8499999996,1526097.1099999994,1526097.1099999994,1526097.1099999994,1526097.1099999994,0.7428402338285857,0.2874639739297691,0.2874639739297691,Actual,2023,2023-08
2023-08-01,Finance & Corporate,0.0,0.0,420000.0,5000230.52,0.0,1469422.95,0.0,-5000230.52,-5000230.52,-5420230.52,-6889653.47,,,,Actual,2023,2023-08
2023-08-01,Marketing,0.0,0.0,0.0,5392840.4399999995,0.0,0.0,0.0,-5392840.4399999995,-5392840.4399999995,-5392840.4399999995,-5392840.4399999995,,,,Actual,2023,2023-08
2023-08-01,Operations,0.0,0.0,0.0,7133859.47,0.0,0.0,0.0,-7133859.47,-7133859.47,-7133859.47,-7133859.47,,,,Actual,2023,2023-08
2023-08-01,Sales,47789386.61,0.0,0.0,16194015.98,93416688.27000001,0.0,45627301.66000001,29433285.68000001,29433285.68000001,29433285.68000001,29433285.68000001,0.48842773710971765,0.3150752421765337,0.3150752421765337,Actual,2023,2023-08
2023-08-01,Technology,0.0,169791.67,0.0,6964968.88,0.0,0.0,0.0,-6964968.88,-7134760.55,-7134760.55,-7134760.55,,,,Actual,2023,2023-08
2023-09-01,Customer Success,1323591.06,0.0,0.0,2406936.25,5249140.08,0.0,3925549.02,1518612.77,1518612.77,1518612.77,1518612.77,0.7478461157775008,0.2893069620652989,0.2893069620652989,Actual,2023,2023-09
2023-09-01,Finance & Corporate,0.0,0.0,420000.0,4851943.37,0.0,2788232.34,0.0,-4851943.37,-4851943.37,-5271943.37,-8060175.71,,,,Actual,2023,2023-09
2023-09-01,Marketing,0.0,0.0,0.0,5431600.180000001,0.0,0.0,0.0,-5431600.180000001,-5431600.180000001,-5431600.180000001,-5431600.180000001,,,,Actual,2023,2023-09
2023-09-01,Operations,0.0,0.0,0.0,7344607.4,0.0,0.0,0.0,-7344607.4,-7344607.4,-7344607.4,-7344607.4,,,,Actual,2023,2023-09
2023-09-01,Sales,54687252.15,0.0,0.0,16518604.06,105990625.05,0.0,51303372.9,34784768.839999996,34784768.839999996,34784768.839999996,34784768.839999996,0.4840368936007138,0.3281872224415191,0.3281872224415191,Actual,2023,2023-09
2023-09-01,Technology,0.0,169791.67,0.0,6932509.62,0.0,0.0,0.0,-6932509.62,-7102301.29,-7102301.29,-7102301.29,,,,Actual,2023,2023-09
2023-10-01,Customer Success,1315377.7999999998,0.0,0.0,2455377.43,5185397.28,0.0,3870019.4800000004,1414642.0500000003,1414642.0500000003,1414642.0500000003,1414642.0500000003,0.746330371816757,0.27281266479933053,0.27281266479933053,Actual,2023,2023-10
2023-10-01,Finance & Corporate,0.0,0.0,420000.0,4924687.9,0.0,3195009.23,0.0,-4924687.9,-4924687.9,-5344687.9,-8539697.13,,,,Actual,2023,2023-10
2023-10-01,Marketing,0.0,0.0,0.0,5414706.630000001,0.0,0.0,0.0,-5414706.630000001,-5414706.630000001,-5414706.630000001,-5414706.630000001,,,,Actual,2023,2023-10
2023-10-01,Operations,0.0,0.0,0.0,7474555.1899999995,0.0,0.0,0.0,-7474555.1899999995,-7474555.1899999995,-7474555.1899999995,-7474555.1899999995,,,,Actual,2023,2023-10
2023-10-01,Sales,56388611.5,107500.0,0.0,16883459.8,110039038.15,0.0,53650426.650000006,36766966.85000001,36659466.85000001,36659466.85000001,36659466.85000001,0.48755812075407534,0.33412657424250675,0.3331496482187309,Actual,2023,2023-10
2023-10-01,Technology,0.0,169791.67,0.0,6890330.58,0.0,0.0,0.0,-6890330.58,-7060122.25,-7060122.25,-7060122.25,,,,Actual,2023,2023-10
2023-11-01,Customer Success,1454221.6300000001,0.0,0.0,2499772.0500000003,5719859.92,0.0,4265638.29,1765866.2399999998,1765866.2399999998,1765866.2399999998,1765866.2399999998,0.7457592230685258,0.3087254346606446,0.3087254346606446,Actual,2023,2023-11
2023-11-01,Finance & Corporate,0.0,0.0,420000.0,4923235.88,0.0,3989452.41,0.0,-4923235.88,-4923235.88,-5343235.88,-9332688.29,,,,Actual,2023,2023-11
2023-11-01,Marketing,0.0,0.0,0.0,5428997.49,0.0,0.0,0.0,-5428997.49,-5428997.49,-5428997.49,-5428997.49,,,,Actual,2023,2023-11
2023-11-01,Operations,0.0,0.0,0.0,7574375.43,0.0,0.0,0.0,-7574375.43,-7574375.43,-7574375.43,-7574375.43,,,,Actual,2023,2023-11
2023-11-01,Sales,59128683.25,107500.0,0.0,17466023.59,116316007.94,0.0,57187324.69,39721301.099999994,39613801.099999994,39613801.099999994,39613801.099999994,0.4916548091944428,0.34149470742229804,0.340570501013362,Actual,2023,2023-11
2023-11-01,Technology,0.0,169791.67,0.0,6905457.22,0.0,0.0,0.0,-6905457.22,-7075248.89,-7075248.89,-7075248.89,,,,Actual,2023,2023-11
2023-12-01,Customer Success,1418756.43,0.0,0.0,2480337.59,5598915.96,0.0,4180159.5300000003,1699821.9400000004,1699821.9400000004,1699821.9400000004,1699821.9400000004,0.7466015849968215,0.3035984022878601,0.3035984022878601,Actual,2023,2023-12
2023-12-01,Finance & Corporate,0.0,0.0,420000.0,4829745.62,0.0,4983148.49,0.0,-4829745.62,-4829745.62,-5249745.62,-10232894.11,,,,Actual,2023,2023-12
2023-12-01,Marketing,0.0,0.0,0.0,5459135.4399999995,0.0,0.0,0.0,-5459135.4399999995,-5459135.4399999995,-5459135.4399999995,-5459135.4399999995,,,,Actual,2023,2023-12
2023-12-01,Operations,0.0,0.0,0.0,7719058.140000001,0.0,0.0,0.0,-7719058.140000001,-7719058.140000001,-7719058.140000001,-7719058.140000001,,,,Actual,2023,2023-12
2023-12-01,Sales,62999197.46,107500.0,0.0,18205239.02,125211884.67,0.0,62212687.21,44007448.19,43899948.19,43899948.19,43899948.19,0.4968592827586899,0.35146382714374963,0.3506052824434337,Actual,2023,2023-12
2023-12-01,Technology,0.0,169791.67,0.0,7069445.31,0.0,0.0,0.0,-7069445.31,-7239236.9799999995,-7239236.9799999995,-7239236.9799999995,,,,Actual,2023,2023-12
2024-01-01,Customer Success,1254845.91,0.0,0.0,2571977.92,5041250.67,0.0,3786404.76,1214426.8399999999,1214426.8399999999,1214426.8399999999,1214426.8399999999,0.7510844050133297,0.24089792781520222,0.24089792781520222,Actual,2024,2024-01
2024-01-01,Finance & Corporate,0.0,0.0,445200.0,5148996.21,0.0,466813.73,0.0,-5148996.21,-5148996.21,-5594196.21,-6061009.9399999995,,,,Actual,2024,2024-01
2024-01-01,Marketing,0.0,0.0,0.0,5673147.11,0.0,0.0,0.0,-5673147.11,-5673147.11,-5673147.11,-5673147.11,,,,Actual,2024,2024-01
2024-01-01,Operations,0.0,0.0,0.0,7715712.399999999,0.0,0.0,0.0,-7715712.399999999,-7715712.399999999,-7715712.399999999,-7715712.399999999,,,,Actual,2024,2024-01
2024-01-01,Sales,46295168.16,107500.0,0.0,16519470.0,89978796.62,0.0,43683628.46000001,27164158.46000001,27056658.46000001,27056658.46000001,27056658.46000001,0.48548802719028855,0.30189510729644614,0.3007003813828068,Actual,2024,2024-01
2024-01-01,Technology,0.0,169791.67,0.0,7250982.9799999995,0.0,0.0,0.0,-7250982.9799999995,-7420774.649999999,-7420774.649999999,-7420774.649999999,,,,Actual,2024,2024-01
2024-02-01,Customer Success,1312985.48,0.0,0.0,2497032.52,5178667.52,0.0,3865682.0399999996,1368649.5199999996,1368649.5199999996,1368649.5199999996,1368649.5199999996,0.746462680809445,0.2642860378107455,0.2642860378107455,Actual,2024,2024-02
2024-02-01,Finance & Corporate,0.0,0.0,445200.0,5269498.97,0.0,843232.03,0.0,-5269498.97,-5269498.97,-5714698.97,-6557931.0,,,,Actual,2024,2024-02
2024-02-01,Marketing,0.0,0.0,0.0,5512037.05,0.0,0.0,0.0,-5512037.05,-5512037.05,-5512037.05,-5512037.05,,,,Actual,2024,2024-02
2024-02-01,Operations,0.0,0.0,0.0,7753444.12,0.0,0.0,0.0,-7753444.12,-7753444.12,-7753444.12,-7753444.12,,,,Actual,2024,2024-02
2024-02-01,Sales,48417030.53,107500.0,0.0,16888670.07,94025906.33,0.0,45608875.8,28720205.729999997,28612705.729999997,28612705.729999997,28612705.729999997,0.48506712224530807,0.3054499217396695,0.30430661981155294,Actual,2024,2024-02
2024-02-01,Technology,0.0,169791.67,0.0,7458455.31,0.0,0.0,0.0,-7458455.31,-7628246.9799999995,-7628246.9799999995,-7628246.9799999995,,,,Actual,2024,2024-02
2024-03-01,Customer Success,1281833.11,0.0,0.0,2566235.73,5091665.82,0.0,3809832.71,1243596.98,1243596.98,1243596.98,1243596.98,0.7482487745042151,0.2442416733468969,0.2442416733468969,Actual,2024,2024-03
2024-03-01,Finance & Corporate,0.0,0.0,445200.0,5242171.32,0.0,1937822.48,0.0,-5242171.32,-5242171.32,-5687371.32,-7625193.800000001,,,,Actual,2024,2024-03
2024-03-01,Marketing,0.0,0.0,0.0,5553251.3100000005,0.0,0.0,0.0,-5553251.3100000005,-5553251.3100000005,-5553251.3100000005,-5553251.3100000005,,,,Actual,2024,2024-03
2024-03-01,Operations,0.0,0.0,0.0,7841595.07,0.0,0.0,0.0,-7841595.07,-7841595.07,-7841595.07,-7841595.07,,,,Actual,2024,2024-03
2024-03-01,Sales,53846949.16,107500.0,0.0,17368354.27,104460835.53999999,0.0,50613886.379999995,33245532.109999996,33138032.109999996,33138032.109999996,33138032.109999996,0.48452500038274154,0.31825833996196273,0.317229246144703,Actual,2024,2024-03
2024-03-01,Technology,0.0,169791.67,0.0,7378329.8100000005,0.0,0.0,0.0,-7378329.8100000005,-7548121.48,-7548121.48,-7548121.48,,,,Actual,2024,2024-03
2024-04-01,Customer Success,1459291.76,0.0,0.0,2769454.0,5708958.32,0.0,4249666.5600000005,1480212.5600000005,1480212.5600000005,1480212.5600000005,1480212.5600000005,0.7443856342605073,0.2592789221834782,0.2592789221834782,Actual,2024,2024-04
2024-04-01,Finance & Corporate,0.0,0.0,445200.0,5335425.64,0.0,2093269.71,0.0,-5335425.64,-5335425.64,-5780625.64,-7873895.35,,,,Actual,2024,2024-04
2024-04-01,Marketing,0.0,0.0,0.0,5831254.7,0.0,0.0,0.0,-5831254.7,-5831254.7,-5831254.7,-5831254.7,,,,Actual,2024,2024-04
2024-04-01,Operations,0.0,0.0,0.0,8171544.5,0.0,0.0,0.0,-8171544.5,-8171544.5,-8171544.5,-8171544.5,,,,Actual,2024,2024-04
2024-04-01,Sales,56333546.25,107500.0,0.0,18308242.09,109233675.18,0.0,52900128.93000001,34591886.84,34484386.84,34484386.84,34484386.84,0.4842840712154825,0.316677863149784,0.31569373440173215,Actual,2024,2024-04
2024-04-01,Technology,0.0,169791.67,0.0,7638304.05,0.0,0.0,0.0,-7638304.05,-7808095.72,-7808095.72,-7808095.72,,,,Actual,2024,2024-04
2024-05-01,Customer Success,1431297.26,0.0,0.0,2775377.6799999997,5702611.08,0.0,4271313.82,1495936.1400000006,1495936.1400000006,1495936.1400000006,1495936.1400000006,0.7490101920119021,0.2623247700069352,0.2623247700069352,Actual,2024,2024-05
2024-05-01,Finance & Corporate,0.0,0.0,445200.0,5619307.25,0.0,2238577.93,0.0,-5619307.25,-5619307.25,-6064507.25,-8303085.18,,,,Actual,2024,2024-05
2024-05-01,Marketing,0.0,0.0,0.0,5877951.99,0.0,0.0,0.0,-5877951.99,-5877951.99,-5877951.99,-5877951.99,,,,Actual,2024,2024-05
2024-05-01,Operations,0.0,0.0,0.0,8141955.86,0.0,0.0,0.0,-8141955.86,-8141955.86,-8141955.86,-8141955.86,,,,Actual,2024,2024-05
2024-05-01,Sales,56375456.660000004,107500.0,0.0,18206567.4,110120194.88,0.0,53744738.21999999,35538170.81999999,35430670.81999999,35430670.81999999,35430670.81999999,0.4880552407173509,0.32272164845627627,0.3217454424105356,Actual,2024,2024-05
2024-05-01,Technology,0.0,169791.67,0.0,7718088.4799999995,0.0,0.0,0.0,-7718088.4799999995,-7887880.149999999,-7887880.149999999,-7887880.149999999,,,,Actual,2024,2024-05
2024-06-01,Customer Success,1516500.27,0.0,0.0,2837823.96,5964755.5,0.0,4448255.23,1610431.2700000005,1610431.2700000005,1610431.2700000005,1610431.2700000005,0.7457565075383225,0.2699911622530044,0.2699911622530044,Actual,2024,2024-06
2024-06-01,Finance & Corporate,0.0,0.0,445200.0,5564425.45,0.0,2664037.07,0.0,-5564425.45,-5564425.45,-6009625.45,-8673662.52,,,,Actual,2024,2024-06
2024-06-01,Marketing,0.0,0.0,0.0,5819499.89,0.0,0.0,0.0,-5819499.89,-5819499.89,-5819499.89,-5819499.89,,,,Actual,2024,2024-06
2024-06-01,Operations,0.0,0.0,0.0,8322370.359999999,0.0,0.0,0.0,-8322370.359999999,-8322370.359999999,-8322370.359999999,-8322370.359999999,,,,Actual,2024,2024-06
2024-06-01,Sales,58346511.65,107500.0,0.0,18704014.95,114357234.22999999,0.0,56010722.57999999,37306707.629999995,37199207.629999995,37199207.629999995,37199207.629999995,0.4897873139127247,0.3262295374769838,0.3252895007515083,Actual,2024,2024-06
2024-06-01,Technology,0.0,169791.67,0.0,7832203.26,0.0,0.0,0.0,-7832203.26,-8001994.93,-8001994.93,-8001994.93,,,,Actual,2024,2024-06
2024-07-01,Customer Success,1514991.5,0.0,0.0,2812962.53,6032576.53,0.0,4517585.03,1704622.5000000005,1704622.5000000005,1704622.5000000005,1704622.5000000005,0.7488649348307563,0.28256956070476913,0.28256956070476913,Actual,2024,2024-07
2024-07-01,Finance & Corporate,0.0,0.0,445200.0,5601058.55,0.0,1760169.28,0.0,-5601058.55,-5601058.55,-6046258.55,-7806427.83,,,,Actual,2024,2024-07
2024-07-01,Marketing,0.0,0.0,0.0,5914456.58,0.0,0.0,0.0,-5914456.58,-5914456.58,-5914456.58,-5914456.58,,,,Actual,2024,2024-07
2024-07-01,Operations,0.0,0.0,0.0,8333843.01,0.0,0.0,0.0,-8333843.01,-8333843.01,-8333843.01,-8333843.01,,,,Actual,2024,2024-07
2024-07-01,Sales,54610148.03,107500.0,0.0,18549260.09,107060607.83,0.0,52450459.8,33901199.70999999,33793699.70999999,33793699.70999999,33793699.70999999,0.4899137120843301,0.3166542801982894,0.3156501760541144,Actual,2024,2024-07
2024-07-01,Technology,0.0,426041.67,0.0,7737045.2700000005,0.0,0.0,0.0,-7737045.2700000005,-8163086.94,-8163086.94,-8163086.94,,,,Actual,2024,2024-07
2024-08-01,Customer Success,1583324.98,0.0,0.0,2817704.79,6262270.45,0.0,4678945.470000001,1861240.6800000006,1861240.6800000006,1861240.6800000006,1861240.6800000006,0.7471643882770985,0.29721499492248865,0.29721499492248865,Actual,2024,2024-08
2024-08-01,Finance & Corporate,0.0,0.0,445200.0,5604159.95,0.0,1020124.42,0.0,-5604159.95,-5604159.95,-6049359.95,-7069484.37,,,,Actual,2024,2024-08
2024-08-01,Marketing,0.0,0.0,0.0,6029322.82,0.0,0.0,0.0,-6029322.82,-6029322.82,-6029322.82,-6029322.82,,,,Actual,2024,2024-08
2024-08-01,Operations,0.0,0.0,0.0,8634232.44,0.0,0.0,0.0,-8634232.44,-8634232.44,-8634232.44,-8634232.44,,,,Actual,2024,2024-08
2024-08-01,Sales,52117662.68,107500.0,0.0,18533679.080000002,102021662.50999999,0.0,49903999.82999999,31370320.74999999,31262820.74999999,31262820.74999999,31262820.74999999,0.489151015600324,0.3074868609098104,0.3064331631229364,Actual,2024,2024-08
2024-08-01,Technology,0.0,426041.67,0.0,7904606.89,0.0,0.0,0.0,-7904606.89,-8330648.56,-8330648.56,-8330648.56,,,,Actual,2024,2024-08
2024-09-01,Customer Success,1620034.26,0.0,0.0,2843609.44,6391142.62,0.0,4771108.36,1927498.9200000004,1927498.9200000004,1927498.9200000004,1927498.9200000004,0.746518837659736,0.3015890951906187,0.3015890951906187,Actual,2024,2024-09
2024-09-01,Finance & Corporate,0.0,0.0,445200.0,5811085.09,0.0,2864611.5,0.0,-5811085.09,-5811085.09,-6256285.09,-9120896.59,,,,Actual,2024,2024-09
2024-09-01,Marketing,0.0,0.0,0.0,6169572.36,0.0,0.0,0.0,-6169572.36,-6169572.36,-6169572.36,-6169572.36,,,,Actual,2024,2024-09
2024-09-01,Operations,0.0,0.0,0.0,8150485.739999999,0.0,0.0,0.0,-8150485.739999999,-8150485.739999999,-8150485.739999999,-8150485.739999999,,,,Actual,2024,2024-09
2024-09-01,Sales,61552020.56,107500.0,0.0,19356885.19,119275311.11,0.0,57723290.55,38366405.36,38258905.36,38258905.36,38258905.36,0.48395003134190523,0.3216625888706936,0.32076131266357594,Actual,2024,2024-09
2024-09-01,Technology,0.0,426041.67,0.0,7725573.42,0.0,0.0,0.0,-7725573.42,-8151615.09,-8151615.09,-8151615.09,,,,Actual,2024,2024-09
2024-10-01,Customer Success,1637719.8,0.0,0.0,2846122.94,6504846.59,0.0,4867126.79,2021003.85,2021003.85,2021003.85,2021003.85,0.748230834141778,0.3106920081876981,0.3106920081876981,Actual,2024,2024-10
2024-10-01,Finance & Corporate,0.0,0.0,445200.0,5665562.93,0.0,3205551.3,0.0,-5665562.93,-5665562.93,-6110762.93,-9316314.23,,,,Actual,2024,2024-10
2024-10-01,Marketing,0.0,0.0,0.0,6173026.930000001,0.0,0.0,0.0,-6173026.930000001,-6173026.930000001,-6173026.930000001,-6173026.930000001,,,,Actual,2024,2024-10
2024-10-01,Operations,0.0,0.0,0.0,8459173.23,0.0,0.0,0.0,-8459173.23,-8459173.23,-8459173.23,-8459173.23,,,,Actual,2024,2024-10
2024-10-01,Sales,63127929.7,107500.0,0.0,19759516.25,122944434.02,0.0,59816504.31999999,40056988.06999999,39949488.06999999,39949488.06999999,39949488.06999999,0.48653283734885744,0.3258137579736527,0.32493937922802757,Actual,2024,2024-10
2024-10-01,Technology,0.0,426041.67,0.0,7979281.960000001,0.0,0.0,0.0,-7979281.960000001,-8405323.63,-8405323.63,-8405323.63,,,,Actual,2024,2024-10
2024-11-01,Customer Success,1610991.4000000001,0.0,0.0,2864013.64,6351966.55,0.0,4740975.149999999,1876961.5099999993,1876961.5099999993,1876961.5099999993,1876961.5099999993,0.7463791115209824,0.2954929776826358,0.2954929776826358,Actual,2024,2024-11
2024-11-01,Finance & Corporate,0.0,0.0,445200.0,5801032.54,0.0,3766253.91,0.0,-5801032.54,-5801032.54,-6246232.54,-10012486.45,,,,Actual,2024,2024-11
2024-11-01,Marketing,0.0,0.0,0.0,6156606.17,0.0,0.0,0.0,-6156606.17,-6156606.17,-6156606.17,-6156606.17,,,,Actual,2024,2024-11
2024-11-01,Operations,0.0,220833.33,0.0,8661698.87,0.0,0.0,0.0,-8661698.87,-8882532.2,-8882532.2,-8882532.2,,,,Actual,2024,2024-11
2024-11-01,Sales,65722087.96,107500.0,0.0,20386425.64,128897614.04,0.0,63175526.080000006,42789100.440000005,42681600.440000005,42681600.440000005,42681600.440000005,0.4901217648636625,0.3319619277570299,0.3311279324903166,Actual,2024,2024-11
