Month,Version,Department,CapexSpendTRY,DepreciationTRY,RemainingNBVTRY
2023-12-01,Actual,Customer Success,0.0,0.0,9350000.0
2023-12-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2023-12-01,Actual,Operations,0.0,0.0,15900000.0
2023-12-01,Actual,Sales,0.0,107500.0,14177500.0
2023-12-01,Actual,Technology,0.0,169791.67,19261458.33
2024-01-01,Actual,Customer Success,0.0,0.0,9350000.0
2024-01-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2024-01-01,Actual,Operations,0.0,0.0,15900000.0
2024-01-01,Actual,Sales,0.0,107500.0,14070000.0
2024-01-01,Actual,Technology,1757142.86,169791.67,19091666.67
2024-02-01,Actual,Customer Success,0.0,0.0,9350000.0
2024-02-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2024-02-01,Actual,Operations,0.0,0.0,15900000.0
2024-02-01,Actual,Sales,0.0,107500.0,13962500.0
2024-02-01,Actual,Technology,1757142.86,169791.67,18921875.0
2024-03-01,Actual,Customer Success,0.0,0.0,9350000.0
2024-03-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2024-03-01,Actual,Operations,0.0,0.0,15900000.0
2024-03-01,Actual,Sales,0.0,107500.0,13855000.0
2024-03-01,Actual,Technology,1757142.86,169791.67,18752083.33
2024-04-01,Actual,Customer Success,0.0,0.0,9350000.0
2024-04-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2024-04-01,Actual,Operations,1987500.0,0.0,15900000.0
2024-04-01,Actual,Sales,0.0,107500.0,13747500.0
2024-04-01,Actual,Technology,1757142.86,169791.67,18582291.67
2024-05-01,Actual,Customer Success,0.0,0.0,9350000.0
2024-05-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2024-05-01,Actual,Operations,1987500.0,0.0,15900000.0
2024-05-01,Actual,Sales,0.0,107500.0,13640000.0
2024-05-01,Actual,Technology,1757142.86,169791.67,18412500.0
2024-06-01,Actual,Customer Success,0.0,0.0,9350000.0
2024-06-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2024-06-01,Actual,Operations,1987500.0,0.0,15900000.0
2024-06-01,Actual,Sales,0.0,107500.0,13532500.0
2024-06-01,Actual,Technology,1757142.86,169791.67,18242708.33
2024-07-01,Actual,Customer Success,0.0,0.0,9350000.0
2024-07-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2024-07-01,Actual,Operations,1987500.0,0.0,15900000.0
2024-07-01,Actual,Sales,0.0,107500.0,13425000.0
2024-07-01,Actual,Technology,1757142.86,426041.67000000004,17816666.67
2024-08-01,Actual,Customer Success,0.0,0.0,9350000.0
2024-08-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2024-08-01,Actual,Operations,1987500.0,0.0,15900000.0
2024-08-01,Actual,Sales,0.0,107500.0,13317500.0
2024-08-01,Actual,Technology,0.0,426041.67000000004,17390625.0
2024-09-01,Actual,Customer Success,0.0,0.0,9350000.0
2024-09-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2024-09-01,Actual,Operations,1987500.0,0.0,15900000.0
2024-09-01,Actual,Sales,0.0,107500.0,13210000.0
2024-09-01,Actual,Technology,0.0,426041.67000000004,16964583.33
2024-10-01,Actual,Customer Success,0.0,0.0,9350000.0
2024-10-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2024-10-01,Actual,Operations,1987500.0,0.0,15900000.0
2024-10-01,Actual,Sales,0.0,107500.0,13102500.0
2024-10-01,Actual,Technology,0.0,426041.67000000004,16538541.67
2024-11-01,Actual,Customer Success,0.0,0.0,9350000.0
2024-11-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2024-11-01,Actual,Operations,1987500.0,220833.33,15679166.67
2024-11-01,Actual,Sales,0.0,107500.0,12995000.0
2024-11-01,Actual,Technology,0.0,426041.67000000004,16112500.0
2024-12-01,Actual,Customer Success,0.0,0.0,9350000.0
2024-12-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2024-12-01,Actual,Operations,0.0,220833.33,15458333.33
2024-12-01,Actual,Sales,0.0,107500.0,12887500.0
2024-12-01,Actual,Technology,0.0,426041.67000000004,15686458.33
2025-01-01,Actual,Customer Success,1558333.33,0.0,9350000.0
2025-01-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2025-01-01,Actual,Operations,0.0,220833.33,15237500.0
2025-01-01,Actual,Sales,0.0,107500.0,12780000.0
2025-01-01,Actual,Technology,0.0,426041.67000000004,15260416.67
2025-02-01,Actual,Customer Success,1558333.33,0.0,9350000.0
2025-02-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2025-02-01,Actual,Operations,0.0,220833.33,15016666.67
2025-02-01,Actual,Sales,0.0,107500.0,12672500.0
2025-02-01,Actual,Technology,0.0,426041.67000000004,14834375.0
2025-03-01,Actual,Customer Success,1558333.33,0.0,9350000.0
2025-03-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2025-03-01,Actual,Operations,0.0,220833.33,14795833.33
2025-03-01,Actual,Sales,1150000.0,107500.0,12565000.0
2025-03-01,Actual,Technology,0.0,426041.67000000004,14408333.33
2025-04-01,Actual,Customer Success,1558333.33,0.0,9350000.0
2025-04-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2025-04-01,Actual,Operations,0.0,220833.33,14575000.0
2025-04-01,Actual,Sales,1150000.0,107500.0,12457500.0
2025-04-01,Actual,Technology,0.0,426041.67000000004,13982291.67
2025-05-01,Actual,Customer Success,1558333.33,0.0,9350000.0
2025-05-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2025-05-01,Actual,Operations,0.0,220833.33,14354166.67
2025-05-01,Actual,Sales,1150000.0,107500.0,12350000.0
2025-05-01,Actual,Technology,0.0,426041.67000000004,13556250.0
2025-06-01,Actual,Customer Success,1558333.33,194791.67,9155208.33
2025-06-01,Actual,Finance & Corporate,0.0,0.0,10200000.0
2025-06-01,Actual,Operations,0.0,220833.33,14133333.33
2025-06-01,Actual,Sales,1150000.0,107500.0,12242500.0
2025-06-01,Actual,Technology,0.0,426041.67000000004,13130208.33
2025-07-01,Actual,Customer Success,0.0,194791.67,8960416.67
2025-07-01,Actual,Finance & Corporate,1133333.33,0.0,10200000.0
2025-07-01,Actual,Operations,0.0,220833.33,13912500.0
2025-07-01,Actual,Sales,1150000.0,107500.0,12135000.0
2025-07-01,Actual,Technology,0.0,426041.67000000004,12704166.67
2025-08-01,Actual,Customer Success,0.0,194791.67,8765625.0
2025-08-01,Actual,Finance & Corporate,1133333.33,0.0,10200000.0
2025-08-01,Actual,Operations,0.0,220833.33,13691666.67
2025-08-01,Actual,Sales,1150000.0,107500.0,12027500.0
2025-08-01,Actual,Technology,0.0,426041.67000000004,12278125.0
2025-09-01,Actual,Customer Success,0.0,194791.67,8570833.33
2025-09-01,Actual,Finance & Corporate,1133333.33,0.0,10200000.0
2025-09-01,Actual,Operations,0.0,220833.33,13470833.33
2025-09-01,Actual,Sales,1150000.0,241666.67,11785833.33
2025-09-01,Actual,Technology,0.0,426041.67000000004,11852083.33
2025-10-01,Actual,Customer Success,0.0,194791.67,8376041.67
2025-10-01,Actual,Finance & Corporate,1133333.33,0.0,10200000.0
2025-10-01,Actual,Operations,0.0,220833.33,13250000.0
2025-10-01,Actual,Sales,0.0,241666.67,11544166.67
2025-10-01,Actual,Technology,0.0,426041.67000000004,11426041.67
2025-11-01,Actual,Customer Success,0.0,194791.67,8181250.0
2025-11-01,Actual,Finance & Corporate,1133333.33,0.0,10200000.0
2025-11-01,Actual,Operations,0.0,220833.33,13029166.67
2025-11-01,Actual,Sales,0.0,241666.67,11302500.0
2025-11-01,Actual,Technology,0.0,426041.67000000004,11000000.0
2025-12-01,Actual,Customer Success,0.0,194791.67,7986458.33
2025-12-01,Actual,Finance & Corporate,1133333.33,0.0,10200000.0
2025-12-01,Actual,Operations,0.0,220833.33,12808333.33
2025-12-01,Actual,Sales,0.0,241666.67,11060833.33
2025-12-01,Actual,Technology,0.0,426041.67000000004,10573958.33
2026-01-01,Actual,Customer Success,0.0,194791.67,7791666.67
2026-01-01,Actual,Finance & Corporate,1133333.33,0.0,10200000.0
2026-01-01,Actual,Operations,0.0,220833.33,12587500.0
2026-01-01,Actual,Sales,0.0,241666.67,10819166.67
2026-01-01,Actual,Technology,0.0,426041.67000000004,10147916.67
2026-02-01,Actual,Customer Success,0.0,194791.67,7596875.0
2026-02-01,Actual,Finance & Corporate,1133333.33,0.0,10200000.0
2026-02-01,Actual,Operations,0.0,220833.33,12366666.67
2026-02-01,Actual,Sales,0.0,241666.67,10577500.0
2026-02-01,Actual,Technology,0.0,426041.67000000004,9721875.0
2026-03-01,Actual,Customer Success,0.0,194791.67,7402083.33
2026-03-01,Actual,Finance & Corporate,1133333.33,170000.0,10030000.0
2026-03-01,Actual,Operations,0.0,220833.33,12145833.33
2026-03-01,Actual,Sales,0.0,241666.67,10335833.33
2026-03-01,Actual,Technology,0.0,426041.67000000004,9295833.33
2026-04-01,Actual,Customer Success,0.0,194791.67,7207291.67
2026-04-01,Actual,Finance & Corporate,0.0,170000.0,9860000.0
2026-04-01,Actual,Operations,0.0,220833.33,11925000.0
2026-04-01,Actual,Sales,0.0,241666.67,10094166.67
2026-04-01,Actual,Technology,0.0,426041.67000000004,8869791.67
2026-05-01,Actual,Customer Success,0.0,194791.67,7012500.0
2026-05-01,Actual,Finance & Corporate,0.0,170000.0,9690000.0
2026-05-01,Actual,Operations,0.0,220833.33,11704166.67
2026-05-01,Actual,Sales,0.0,241666.67,9852500.0
2026-05-01,Actual,Technology,0.0,426041.67000000004,8443750.0
2026-06-01,Actual,Customer Success,0.0,194791.67,6817708.33
2026-06-01,Actual,Finance & Corporate,0.0,170000.0,9520000.0
2026-06-01,Actual,Operations,0.0,220833.33,11483333.33
2026-06-01,Actual,Sales,0.0,241666.67,9610833.33
2026-06-01,Actual,Technology,0.0,426041.67000000004,8017708.33
2023-01-01,Budget,Customer Success,0.0,0.0,20800000.0
2023-01-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2023-01-01,Budget,Operations,0.0,0.0,33500000.0
2023-01-01,Budget,Sales,0.0,0.0,14000000.0
2023-01-01,Budget,Technology,0.0,0.0,34700000.0
2023-02-01,Budget,Customer Success,0.0,0.0,20800000.0
2023-02-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2023-02-01,Budget,Operations,0.0,0.0,33500000.0
2023-02-01,Budget,Sales,0.0,0.0,14000000.0
2023-02-01,Budget,Technology,1680000.0,0.0,34700000.0
2023-03-01,Budget,Customer Success,0.0,0.0,20800000.0
2023-03-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2023-03-01,Budget,Operations,0.0,0.0,33500000.0
2023-03-01,Budget,Sales,0.0,0.0,14000000.0
2023-03-01,Budget,Technology,1680000.0,0.0,34700000.0
2023-04-01,Budget,Customer Success,0.0,0.0,20800000.0
2023-04-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2023-04-01,Budget,Operations,0.0,0.0,33500000.0
2023-04-01,Budget,Sales,0.0,0.0,14000000.0
2023-04-01,Budget,Technology,1680000.0,0.0,34700000.0
2023-05-01,Budget,Customer Success,0.0,0.0,20800000.0
2023-05-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2023-05-01,Budget,Operations,0.0,0.0,33500000.0
2023-05-01,Budget,Sales,1033333.33,0.0,14000000.0
2023-05-01,Budget,Technology,1680000.0,0.0,34700000.0
2023-06-01,Budget,Customer Success,0.0,0.0,20800000.0
2023-06-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2023-06-01,Budget,Operations,0.0,0.0,33500000.0
2023-06-01,Budget,Sales,1033333.33,0.0,14000000.0
2023-06-01,Budget,Technology,1680000.0,175000.0,34525000.0
2023-07-01,Budget,Customer Success,0.0,0.0,20800000.0
2023-07-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2023-07-01,Budget,Operations,0.0,0.0,33500000.0
2023-07-01,Budget,Sales,1033333.33,0.0,14000000.0
2023-07-01,Budget,Technology,0.0,175000.0,34350000.0
2023-08-01,Budget,Customer Success,0.0,0.0,20800000.0
2023-08-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2023-08-01,Budget,Operations,0.0,0.0,33500000.0
2023-08-01,Budget,Sales,1033333.33,0.0,14000000.0
2023-08-01,Budget,Technology,0.0,175000.0,34175000.0
2023-09-01,Budget,Customer Success,0.0,0.0,20800000.0
2023-09-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2023-09-01,Budget,Operations,0.0,0.0,33500000.0
2023-09-01,Budget,Sales,1033333.33,0.0,14000000.0
2023-09-01,Budget,Technology,0.0,175000.0,34000000.0
2023-10-01,Budget,Customer Success,0.0,0.0,20800000.0
2023-10-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2023-10-01,Budget,Operations,0.0,0.0,33500000.0
2023-10-01,Budget,Sales,1033333.33,103333.33,13896666.67
2023-10-01,Budget,Technology,0.0,175000.0,33825000.0
2023-11-01,Budget,Customer Success,0.0,0.0,20800000.0
2023-11-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2023-11-01,Budget,Operations,0.0,0.0,33500000.0
2023-11-01,Budget,Sales,0.0,103333.33,13793333.33
2023-11-01,Budget,Technology,0.0,175000.0,33650000.0
2023-12-01,Budget,Customer Success,0.0,0.0,20800000.0
2023-12-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2023-12-01,Budget,Operations,0.0,0.0,33500000.0
2023-12-01,Budget,Sales,0.0,103333.33,13690000.0
2023-12-01,Budget,Technology,0.0,175000.0,33475000.0
2024-01-01,Budget,Customer Success,0.0,0.0,20800000.0
2024-01-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2024-01-01,Budget,Operations,0.0,0.0,33500000.0
2024-01-01,Budget,Sales,0.0,103333.33,13586666.67
2024-01-01,Budget,Technology,1828571.43,175000.0,33300000.0
2024-02-01,Budget,Customer Success,0.0,0.0,20800000.0
2024-02-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2024-02-01,Budget,Operations,0.0,0.0,33500000.0
2024-02-01,Budget,Sales,0.0,103333.33,13483333.33
2024-02-01,Budget,Technology,1828571.43,175000.0,33125000.0
2024-03-01,Budget,Customer Success,0.0,0.0,20800000.0
2024-03-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2024-03-01,Budget,Operations,0.0,0.0,33500000.0
2024-03-01,Budget,Sales,0.0,103333.33,13380000.0
2024-03-01,Budget,Technology,1828571.43,175000.0,32950000.0
2024-04-01,Budget,Customer Success,0.0,0.0,20800000.0
2024-04-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2024-04-01,Budget,Operations,1937500.0,0.0,33500000.0
2024-04-01,Budget,Sales,0.0,103333.33,13276666.67
2024-04-01,Budget,Technology,1828571.43,175000.0,32775000.0
2024-05-01,Budget,Customer Success,0.0,0.0,20800000.0
2024-05-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2024-05-01,Budget,Operations,1937500.0,0.0,33500000.0
2024-05-01,Budget,Sales,0.0,103333.33,13173333.33
2024-05-01,Budget,Technology,1828571.43,175000.0,32600000.0
2024-06-01,Budget,Customer Success,0.0,0.0,20800000.0
2024-06-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2024-06-01,Budget,Operations,1937500.0,0.0,33500000.0
2024-06-01,Budget,Sales,0.0,103333.33,13070000.0
2024-06-01,Budget,Technology,1828571.43,175000.0,32425000.0
2024-07-01,Budget,Customer Success,0.0,0.0,20800000.0
2024-07-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2024-07-01,Budget,Operations,1937500.0,0.0,33500000.0
2024-07-01,Budget,Sales,0.0,103333.33,12966666.67
2024-07-01,Budget,Technology,1828571.43,441666.67,31983333.33
2024-08-01,Budget,Customer Success,0.0,0.0,20800000.0
2024-08-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2024-08-01,Budget,Operations,1937500.0,0.0,33500000.0
2024-08-01,Budget,Sales,0.0,103333.33,12863333.33
2024-08-01,Budget,Technology,0.0,441666.67,31541666.67
2024-09-01,Budget,Customer Success,0.0,0.0,20800000.0
2024-09-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2024-09-01,Budget,Operations,1937500.0,0.0,33500000.0
2024-09-01,Budget,Sales,0.0,103333.33,12760000.0
2024-09-01,Budget,Technology,0.0,441666.67,31100000.0
2024-10-01,Budget,Customer Success,0.0,0.0,20800000.0
2024-10-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2024-10-01,Budget,Operations,1937500.0,0.0,33500000.0
2024-10-01,Budget,Sales,0.0,103333.33,12656666.67
2024-10-01,Budget,Technology,0.0,441666.67,30658333.33
2024-11-01,Budget,Customer Success,0.0,0.0,20800000.0
2024-11-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2024-11-01,Budget,Operations,1937500.0,215277.78,33284722.22
2024-11-01,Budget,Sales,0.0,103333.33,12553333.33
2024-11-01,Budget,Technology,0.0,441666.67,30216666.67
2024-12-01,Budget,Customer Success,0.0,0.0,20800000.0
2024-12-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2024-12-01,Budget,Operations,0.0,215277.78,33069444.439999998
2024-12-01,Budget,Sales,0.0,103333.33,12450000.0
2024-12-01,Budget,Technology,0.0,441666.67,29775000.0
2025-01-01,Budget,Customer Success,1600000.0,0.0,20800000.0
2025-01-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2025-01-01,Budget,Operations,0.0,215277.78,32854166.67
2025-01-01,Budget,Sales,0.0,103333.33,12346666.67
2025-01-01,Budget,Technology,0.0,441666.67,29333333.33
2025-02-01,Budget,Customer Success,1600000.0,0.0,20800000.0
2025-02-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2025-02-01,Budget,Operations,0.0,215277.78,32638888.89
2025-02-01,Budget,Sales,0.0,103333.33,12243333.33
2025-02-01,Budget,Technology,0.0,441666.67,28891666.67
2025-03-01,Budget,Customer Success,1600000.0,0.0,20800000.0
2025-03-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2025-03-01,Budget,Operations,0.0,215277.78,32423611.11
2025-03-01,Budget,Sales,1114285.71,103333.33,12140000.0
2025-03-01,Budget,Technology,0.0,441666.67,28450000.0
2025-04-01,Budget,Customer Success,1600000.0,0.0,20800000.0
2025-04-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2025-04-01,Budget,Operations,0.0,215277.78,32208333.33
2025-04-01,Budget,Sales,1114285.71,103333.33,12036666.67
2025-04-01,Budget,Technology,0.0,441666.67,28008333.33
2025-05-01,Budget,Customer Success,1600000.0,0.0,20800000.0
2025-05-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2025-05-01,Budget,Operations,0.0,215277.78,31993055.560000002
2025-05-01,Budget,Sales,1114285.71,103333.33,11933333.33
2025-05-01,Budget,Technology,0.0,441666.67,27566666.67
2025-06-01,Budget,Customer Success,1600000.0,200000.0,20600000.0
2025-06-01,Budget,Finance & Corporate,0.0,0.0,10500000.0
2025-06-01,Budget,Operations,0.0,215277.78,31777777.78
2025-06-01,Budget,Sales,1114285.71,103333.33,11830000.0
2025-06-01,Budget,Technology,0.0,441666.67,27125000.0
2025-07-01,Budget,Customer Success,0.0,200000.0,20400000.0
2025-07-01,Budget,Finance & Corporate,1166666.67,0.0,10500000.0
2025-07-01,Budget,Operations,0.0,215277.78,31562500.0
2025-07-01,Budget,Sales,1114285.71,103333.33,11726666.67
2025-07-01,Budget,Technology,0.0,441666.67,26683333.33
2025-08-01,Budget,Customer Success,0.0,200000.0,20200000.0
2025-08-01,Budget,Finance & Corporate,1166666.67,0.0,10500000.0
2025-08-01,Budget,Operations,0.0,215277.78,31347222.22
2025-08-01,Budget,Sales,1114285.71,103333.33,11623333.33
2025-08-01,Budget,Technology,0.0,441666.67,26241666.67
2025-09-01,Budget,Customer Success,0.0,200000.0,20000000.0
2025-09-01,Budget,Finance & Corporate,1166666.67,0.0,10500000.0
2025-09-01,Budget,Operations,0.0,215277.78,31131944.439999998
2025-09-01,Budget,Sales,1114285.71,233333.33000000002,11390000.0
2025-09-01,Budget,Technology,0.0,441666.67,25800000.0
2025-10-01,Budget,Customer Success,0.0,200000.0,19800000.0
2025-10-01,Budget,Finance & Corporate,1166666.67,0.0,10500000.0
2025-10-01,Budget,Operations,0.0,215277.78,30916666.67
2025-10-01,Budget,Sales,0.0,233333.33000000002,11156666.67
2025-10-01,Budget,Technology,0.0,441666.67,25358333.33
2025-11-01,Budget,Customer Success,0.0,200000.0,19600000.0
2025-11-01,Budget,Finance & Corporate,1166666.67,0.0,10500000.0
2025-11-01,Budget,Operations,0.0,215277.78,30701388.89
2025-11-01,Budget,Sales,0.0,233333.33000000002,10923333.33
2025-11-01,Budget,Technology,0.0,441666.67,24916666.67
2025-12-01,Budget,Customer Success,0.0,200000.0,19400000.0
2025-12-01,Budget,Finance & Corporate,1166666.67,0.0,10500000.0
2025-12-01,Budget,Operations,0.0,215277.78,30486111.11
2025-12-01,Budget,Sales,0.0,233333.33000000002,10690000.0
2025-12-01,Budget,Technology,0.0,441666.67,24475000.0
2026-01-01,Budget,Customer Success,0.0,200000.0,19200000.0
2026-01-01,Budget,Finance & Corporate,1166666.67,0.0,10500000.0
2026-01-01,Budget,Operations,0.0,215277.78,30270833.33
2026-01-01,Budget,Sales,0.0,233333.33000000002,10456666.67
2026-01-01,Budget,Technology,0.0,441666.67,24033333.33
2026-02-01,Budget,Customer Success,0.0,200000.0,19000000.0
2026-02-01,Budget,Finance & Corporate,1166666.67,0.0,10500000.0
2026-02-01,Budget,Operations,0.0,215277.78,30055555.560000002
2026-02-01,Budget,Sales,0.0,233333.33000000002,10223333.33
2026-02-01,Budget,Technology,1500000.0,441666.67,23591666.67
2026-03-01,Budget,Customer Success,0.0,200000.0,18800000.0
2026-03-01,Budget,Finance & Corporate,1166666.67,175000.0,10325000.0
2026-03-01,Budget,Operations,0.0,215277.78,29840277.78
2026-03-01,Budget,Sales,0.0,233333.33000000002,9990000.0
2026-03-01,Budget,Technology,1500000.0,441666.67,23150000.0
2026-04-01,Budget,Customer Success,0.0,200000.0,18600000.0
2026-04-01,Budget,Finance & Corporate,0.0,175000.0,10150000.0
2026-04-01,Budget,Operations,1800000.0,215277.78,29625000.0
2026-04-01,Budget,Sales,0.0,233333.33000000002,9756666.67
2026-04-01,Budget,Technology,1500000.0,441666.67,22708333.33
2026-05-01,Budget,Customer Success,0.0,200000.0,18400000.0
2026-05-01,Budget,Finance & Corporate,0.0,175000.0,9975000.0
2026-05-01,Budget,Operations,1800000.0,215277.78,29409722.22
2026-05-01,Budget,Sales,0.0,233333.33000000002,9523333.33
2026-05-01,Budget,Technology,1500000.0,441666.67,22266666.67
2026-06-01,Budget,Customer Success,0.0,200000.0,18200000.0
2026-06-01,Budget,Finance & Corporate,0.0,175000.0,9800000.0
2026-06-01,Budget,Operations,1800000.0,215277.78,29194444.439999998
2026-06-01,Budget,Sales,0.0,233333.33000000002,9290000.0
2026-06-01,Budget,Technology,1500000.0,441666.67,21825000.0
2026-07-01,Budget,Customer Success,1244444.44,200000.0,18000000.0
2026-07-01,Budget,Finance & Corporate,0.0,175000.0,9625000.0
2026-07-01,Budget,Operations,1800000.0,215277.78,28979166.67
2026-07-01,Budget,Sales,0.0,233333.33000000002,9056666.67
2026-07-01,Budget,Technology,1500000.0,441666.67,21383333.33
2026-08-01,Budget,Customer Success,1244444.44,200000.0,17800000.0
2026-08-01,Budget,Finance & Corporate,0.0,175000.0,9450000.0
2026-08-01,Budget,Operations,1800000.0,215277.78,28763888.89
2026-08-01,Budget,Sales,0.0,233333.33000000002,8823333.33
2026-08-01,Budget,Technology,1500000.0,441666.67,20941666.67
2026-09-01,Budget,Customer Success,1244444.44,200000.0,17600000.0
2026-09-01,Budget,Finance & Corporate,0.0,175000.0,9275000.0
2026-09-01,Budget,Operations,1800000.0,215277.78,28548611.11
2026-09-01,Budget,Sales,0.0,233333.33000000002,8590000.0
2026-09-01,Budget,Technology,1500000.0,441666.67,20500000.0
2026-10-01,Budget,Customer Success,1244444.44,200000.0,17400000.0
2026-10-01,Budget,Finance & Corporate,0.0,175000.0,9100000.0
2026-10-01,Budget,Operations,1800000.0,215277.78,28333333.33
