Month,BusinessUnit,COGSTRY,DepreciationTRY,InterestTRY,OperatingExpenseTRY,RevenueTRY,TaxTRY,GrossProfitTRY,EBITDATRY,EBITTRY,EBTTRY,NetIncomeTRY,GrossMarginPct,EBITDAMarginPct,NetIncomeMarginPct,Version,Year,MonthKey
2023-03-01,Digital Commerce,17522184.15,0.0,0.0,6680274.23,38568774.66,0.0,21046590.509999998,14366316.279999997,14366316.279999997,14366316.279999997,14366316.279999997,0.5456898928092625,0.3724856806223462,0.3724856806223462,Actual,2023,2023-03
2023-03-01,Retail Stores,13490314.49,0.0,0.0,5624448.22,26631023.31,0.0,13140708.819999998,7516260.599999999,7516260.599999999,7516260.599999999,7516260.599999999,0.49343612023596695,0.28223701780087546,0.28223701780087546,Actual,2023,2023-03
2023-03-01,Shared Services,0.0,0.0,420000.0,22909741.68,0.0,1780406.2,0.0,-22909741.68,-22909741.68,-23329741.68,-25110147.88,,,,Actual,2023,2023-03
2023-03-01,Subscription Services,1131939.58,0.0,0.0,2194327.95,4523176.62,0.0,3391237.04,1196909.0899999999,1196909.0899999999,1196909.0899999999,1196909.0899999999,0.7497467653606681,0.2646169253501314,0.2646169253501314,Actual,2023,2023-03
2023-03-01,Wholesale,15658519.93,0.0,0.0,2778757.49,25809157.93,0.0,10150638.0,7371880.51,7371880.51,7371880.51,7371880.51,0.3932959776344009,0.28563041576149556,0.28563041576149556,Actual,2023,2023-03
2023-04-01,Digital Commerce,18432260.12,0.0,0.0,7034712.89,40068861.5,0.0,21636601.38,14601888.489999998,14601888.489999998,14601888.489999998,14601888.489999998,0.539985429333948,0.36441984981280284,0.36441984981280284,Actual,2023,2023-04
2023-04-01,Retail Stores,14395027.36,0.0,0.0,5910613.42,28128897.73,0.0,13733870.370000001,7823256.950000001,7823256.950000001,7823256.950000001,7823256.950000001,0.48824772665558697,0.27812170334909175,0.27812170334909175,Actual,2023,2023-04
2023-04-01,Shared Services,0.0,0.0,420000.0,23829148.87,0.0,1803288.82,0.0,-23829148.87,-23829148.87,-24249148.87,-26052437.69,,,,Actual,2023,2023-04
2023-04-01,Subscription Services,1167667.48,0.0,0.0,2287343.02,4614981.93,0.0,3447314.4499999997,1159971.4299999997,1159971.4299999997,1159971.4299999997,1159971.4299999997,0.7469833040061329,0.2513490729962619,0.2513490729962619,Actual,2023,2023-04
2023-04-01,Wholesale,16489770.34,0.0,0.0,2816804.76,27183762.37,0.0,10693992.030000001,7877187.270000001,7877187.270000001,7877187.270000001,7877187.270000001,0.393396318156529,0.28977546090872486,0.28977546090872486,Actual,2023,2023-04
2023-05-01,Digital Commerce,19769607.93,0.0,0.0,7180181.6,43245635.15,0.0,23476027.22,16295845.62,16295845.62,16295845.62,16295845.62,0.5428531027136504,0.3768205869442526,0.3768205869442526,Actual,2023,2023-05
2023-05-01,Retail Stores,15180044.799999999,0.0,0.0,5968304.1899999995,29846557.98,0.0,14666513.180000002,8698208.990000002,8698208.990000002,8698208.990000002,8698208.990000002,0.491397138317522,0.29143089115430393,0.29143089115430393,Actual,2023,2023-05
2023-05-01,Shared Services,0.0,0.0,420000.0,24018259.61,0.0,2188773.63,0.0,-24018259.61,-24018259.61,-24438259.61,-26627033.24,,,,Actual,2023,2023-05
2023-05-01,Subscription Services,1166217.22,0.0,0.0,2305207.25,4615057.1,0.0,3448839.88,1143632.63,1143632.63,1143632.63,1143632.63,0.7473016704387038,0.2478046544646219,0.2478046544646219,Actual,2023,2023-05
2023-05-01,Wholesale,15345746.57,0.0,0.0,2782373.65,25183787.11,0.0,9838040.54,7055666.889999999,7055666.889999999,7055666.889999999,7055666.889999999,0.39064976593982964,0.28016703203460325,0.28016703203460325,Actual,2023,2023-05
2023-06-01,Digital Commerce,20529855.14,0.0,0.0,7256304.58,44797537.1,0.0,24267681.96,17011377.380000003,17011377.380000003,17011377.380000003,17011377.380000003,0.5417191107142362,0.37973912141701205,0.37973912141701205,Actual,2023,2023-06
2023-06-01,Retail Stores,15740995.44,0.0,0.0,6127828.4799999995,30901851.3,0.0,15160855.860000001,9033027.380000003,9033027.380000003,9033027.380000003,9033027.380000003,0.49061319054370056,0.29231346990528045,0.29231346990528045,Actual,2023,2023-06
2023-06-01,Shared Services,0.0,169791.67,420000.0,23669667.41,0.0,2445170.59,0.0,-23669667.41,-23839459.080000002,-24259459.080000002,-26704629.67,,,,Actual,2023,2023-06
2023-06-01,Subscription Services,1238287.7,0.0,0.0,2421713.48,4899993.81,0.0,3661706.1099999994,1239992.6299999994,1239992.6299999994,1239992.6299999994,1239992.6299999994,0.7472879052473741,0.25306004009013217,0.25306004009013217,Actual,2023,2023-06
2023-06-01,Wholesale,14871188.940000001,0.0,0.0,2762828.08,24389761.060000002,0.0,9518572.120000001,6755744.040000001,6755744.040000001,6755744.040000001,6755744.040000001,0.39026918289949003,0.2769909891031954,0.2769909891031954,Actual,2023,2023-06
2023-07-01,Digital Commerce,19737462.66,0.0,0.0,7356692.6,43045387.480000004,0.0,23307924.820000004,15951232.220000004,15951232.220000004,15951232.220000004,15951232.220000004,0.5414732259252972,0.3705677461356657,0.3705677461356657,Actual,2023,2023-07
2023-07-01,Retail Stores,16681680.51,0.0,0.0,6189344.08,32923570.66,0.0,16241890.15,10052546.07,10052546.07,10052546.07,10052546.07,0.493321040956619,0.30532976431420883,0.30532976431420883,Actual,2023,2023-07
2023-07-01,Shared Services,0.0,169791.67,420000.0,24059880.7,0.0,2223414.5,0.0,-24059880.7,-24229672.37,-24649672.37,-26873086.87,,,,Actual,2023,2023-07
2023-07-01,Subscription Services,1311553.48,0.0,0.0,2441722.9899999998,5189165.55,0.0,3877612.07,1435889.08,1435889.08,1435889.08,1435889.08,0.7472515634040622,0.27670905199777257,0.27670905199777257,Actual,2023,2023-07
2023-07-01,Wholesale,13547195.57,0.0,0.0,2785649.9,22436508.450000003,0.0,8889312.880000003,6103662.980000002,6103662.980000002,6103662.980000002,6103662.980000002,0.3961985840983204,0.2720415698192114,0.2720415698192114,Actual,2023,2023-07
2023-08-01,Digital Commerce,19263035.26,0.0,0.0,7332842.23,41899581.410000004,0.0,22636546.150000002,15303703.920000002,15303703.920000002,15303703.920000002,15303703.920000002,0.5402570953751206,0.3652471792080369,0.3652471792080369,Actual,2023,2023-08
2023-08-01,Retail Stores,14035742.59,0.0,0.0,5996047.24,27345378.92,0.0,13309636.330000002,7313589.090000002,7313589.090000002,7313589.090000002,7313589.090000002,0.4867234193001265,0.26745246834560965,0.26745246834560965,Actual,2023,2023-08
2023-08-01,Shared Services,0.0,169791.67,420000.0,24491899.31,0.0,1469422.95,0.0,-24491899.31,-24661690.98,-25081690.98,-26551113.93,,,,Actual,2023,2023-08
2023-08-01,Subscription Services,1365217.25,0.0,0.0,2417514.74,5308829.1,0.0,3943611.8499999996,1526097.1099999994,1526097.1099999994,1526097.1099999994,1526097.1099999994,0.7428402338285857,0.2874639739297691,0.2874639739297691,Actual,2023,2023-08
2023-08-01,Wholesale,14490608.76,0.0,0.0,2865126.5100000002,24171727.94,0.0,9681119.180000002,6815992.670000002,6815992.670000002,6815992.670000002,6815992.670000002,0.40051415455406625,0.28198201994159966,0.28198201994159966,Actual,2023,2023-08
2023-09-01,Digital Commerce,20345972.64,0.0,0.0,7442289.1899999995,44103146.85,0.0,23757174.21,16314885.020000001,16314885.020000001,16314885.020000001,16314885.020000001,0.5386729951674639,0.369925644432785,0.369925644432785,Actual,2023,2023-09
2023-09-01,Retail Stores,15490787.92,0.0,0.0,6089136.55,30636260.58,0.0,15145472.659999998,9056336.11,9056336.11,9056336.11,9056336.11,0.49436427205111594,0.29560840450326265,0.29560840450326265,Actual,2023,2023-09
2023-09-01,Shared Services,0.0,169791.67,420000.0,24560660.57,0.0,2788232.34,0.0,-24560660.57,-24730452.240000002,-25150452.240000002,-27938684.580000002,,,,Actual,2023,2023-09
2023-09-01,Subscription Services,1323591.06,0.0,0.0,2406936.25,5249140.08,0.0,3925549.02,1518612.77,1518612.77,1518612.77,1518612.77,0.7478461157775008,0.2893069620652989,0.2893069620652989,Actual,2023,2023-09
2023-09-01,Wholesale,18850491.59,0.0,0.0,2987178.32,31251217.619999997,0.0,12400726.029999997,9413547.709999997,9413547.709999997,9413547.709999997,9413547.709999997,0.39680777180546856,0.3012217899623713,0.3012217899623713,Actual,2023,2023-09
2023-10-01,Digital Commerce,22470507.22,0.0,0.0,7877371.609999999,49292765.25,0.0,26822258.03,18944886.42,18944886.42,18944886.42,18944886.42,0.5441418815512689,0.38433401583206983,0.38433401583206983,Actual,2023,2023-10
2023-10-01,Retail Stores,15425134.44,107500.0,0.0,6074578.18,30153776.25,0.0,14728641.81,8654063.63,8546563.63,8546563.63,8546563.63,0.48845098829039696,0.2869976734671831,0.28343261418211263,Actual,2023,2023-10
2023-10-01,Shared Services,0.0,169791.67,420000.0,24704280.3,0.0,3195009.23,0.0,-24704280.3,-24874071.970000003,-25294071.970000003,-28489081.200000003,,,,Actual,2023,2023-10
2023-10-01,Subscription Services,1315377.7999999998,0.0,0.0,2455377.43,5185397.28,0.0,3870019.4800000004,1414642.0500000003,1414642.0500000003,1414642.0500000003,1414642.0500000003,0.746330371816757,0.27281266479933053,0.27281266479933053,Actual,2023,2023-10
2023-10-01,Wholesale,18492969.84,0.0,0.0,2931510.01,30592496.65,0.0,12099526.809999999,9168016.799999999,9168016.799999999,9168016.799999999,9168016.799999999,0.3955063540065796,0.2996818764054682,0.2996818764054682,Actual,2023,2023-10
2023-11-01,Digital Commerce,25315813.66,0.0,0.0,8247311.2299999995,55142179.64,0.0,29826365.98,21579054.75,21579054.75,21579054.75,21579054.75,0.5408992929681733,0.3913348164849582,0.3913348164849582,Actual,2023,2023-11
2023-11-01,Retail Stores,17004341.65,107500.0,0.0,6319910.0,33488248.69,0.0,16483907.040000003,10163997.040000003,10056497.040000003,10056497.040000003,10056497.040000003,0.492229593508791,0.3035093633616946,0.3002992820882567,Actual,2023,2023-11
2023-11-01,Shared Services,0.0,169791.67,420000.0,24832066.02,0.0,3989452.41,0.0,-24832066.02,-25001857.69,-25421857.69,-29411310.1,,,,Actual,2023,2023-11
2023-11-01,Subscription Services,1454221.6300000001,0.0,0.0,2499772.0500000003,5719859.92,0.0,4265638.29,1765866.2399999998,1765866.2399999998,1765866.2399999998,1765866.2399999998,0.7457592230685258,0.3087254346606446,0.3087254346606446,Actual,2023,2023-11
2023-11-01,Wholesale,16808527.939999998,0.0,0.0,2898802.36,27685579.61,0.0,10877051.670000002,7978249.310000002,7978249.310000002,7978249.310000002,7978249.310000002,0.39287787444663874,0.28817346150550766,0.28817346150550766,Actual,2023,2023-11
2023-12-01,Digital Commerce,28041288.3,0.0,0.0,8682097.39,61117128.900000006,0.0,33075840.600000005,24393743.210000005,24393743.210000005,24393743.210000005,24393743.210000005,0.5411877356693043,0.39913103984176196,0.39913103984176196,Actual,2023,2023-12
2023-12-01,Retail Stores,19753913.52,107500.0,0.0,6596501.32,38982645.25,0.0,19228731.73,12632230.41,12524730.41,12524730.41,12524730.41,0.4932639026080458,0.3240475429255279,0.3212899055381574,Actual,2023,2023-12
2023-12-01,Shared Services,0.0,169791.67,420000.0,25077384.51,0.0,4983148.49,0.0,-25077384.51,-25247176.180000003,-25667176.180000003,-30650324.67,,,,Actual,2023,2023-12
2023-12-01,Subscription Services,1418756.43,0.0,0.0,2480337.59,5598915.96,0.0,4180159.5300000003,1699821.9400000004,1699821.9400000004,1699821.9400000004,1699821.9400000004,0.7466015849968215,0.3035984022878601,0.3035984022878601,Actual,2023,2023-12
2023-12-01,Wholesale,15203995.64,0.0,0.0,2926640.31,25112110.52,0.0,9908114.879999999,6981474.569999998,6981474.569999998,6981474.569999998,6981474.569999998,0.39455524345948123,0.2780122588437859,0.2780122588437859,Actual,2023,2023-12
2024-01-01,Digital Commerce,18068297.18,0.0,0.0,7478644.08,39371144.5,0.0,21302847.32,13824203.24,13824203.24,13824203.24,13824203.24,0.54107767479302,0.3511252572299492,0.3511252572299492,Actual,2024,2024-01
2024-01-01,Retail Stores,12854163.68,107500.0,0.0,6040030.11,25187877.759999998,0.0,12333714.079999998,6293683.969999998,6186183.969999998,6186183.969999998,6186183.969999998,0.489668649241531,0.24986956146002823,0.24560163539558158,Actual,2024,2024-01
2024-01-01,Shared Services,0.0,169791.67,445200.0,25788838.7,0.0,466813.73,0.0,-25788838.7,-25958630.37,-26403830.37,-26870644.1,,,,Actual,2024,2024-01
2024-01-01,Subscription Services,1254845.91,0.0,0.0,2571977.92,5041250.67,0.0,3786404.76,1214426.8399999999,1214426.8399999999,1214426.8399999999,1214426.8399999999,0.7510844050133297,0.24089792781520222,0.24089792781520222,Actual,2024,2024-01
2024-01-01,Wholesale,15372707.299999999,0.0,0.0,3000795.81,25419774.36,0.0,10047067.06,7046271.25,7046271.25,7046271.25,7046271.25,0.3952461150013135,0.27719645147943794,0.27719645147943794,Actual,2024,2024-01
2024-02-01,Digital Commerce,19069949.96,0.0,0.0,7682702.24,41525529.76,0.0,22455579.799999997,14772877.559999997,14772877.559999997,14772877.559999997,14772877.559999997,0.5407656429619021,0.35575410224459464,0.35575410224459464,Actual,2024,2024-02
2024-02-01,Retail Stores,13187031.790000001,107500.0,0.0,6166059.81,25936253.33,0.0,12749221.539999997,6583161.729999998,6475661.729999998,6475661.729999998,6475661.729999998,0.49155987866810363,0.25382084475498906,0.24967606722555089,Actual,2024,2024-02
2024-02-01,Shared Services,0.0,169791.67,445200.0,25993435.45,0.0,843232.03,0.0,-25993435.45,-26163227.12,-26608427.12,-27451659.150000002,,,,Actual,2024,2024-02
2024-02-01,Subscription Services,1312985.48,0.0,0.0,2497032.52,5178667.52,0.0,3865682.0399999996,1368649.5199999996,1368649.5199999996,1368649.5199999996,1368649.5199999996,0.746462680809445,0.2642860378107455,0.2642860378107455,Actual,2024,2024-02
2024-02-01,Wholesale,16160048.780000001,0.0,0.0,3039908.02,26564123.240000002,0.0,10404074.46,7364166.440000001,7364166.440000001,7364166.440000001,7364166.440000001,0.3916588688435855,0.27722226604155753,0.27722226604155753,Actual,2024,2024-02
2024-03-01,Digital Commerce,20195524.72,0.0,0.0,7958639.46,44163051.82,0.0,23967527.1,16008887.64,16008887.64,16008887.64,16008887.64,0.5427054089850261,0.3624950491476248,0.3624950491476248,Actual,2024,2024-03
2024-03-01,Retail Stores,15631571.76,107500.0,0.0,6373175.08,30661112.61,0.0,15029540.85,8656365.77,8548865.77,8548865.77,8548865.77,0.49018250058865037,0.28232392868798767,0.27881785891917765,Actual,2024,2024-03
2024-03-01,Shared Services,0.0,169791.67,445200.0,26015347.51,0.0,1937822.48,0.0,-26015347.51,-26185139.180000003,-26630339.180000003,-28568161.660000004,,,,Actual,2024,2024-03
2024-03-01,Subscription Services,1281833.11,0.0,0.0,2566235.73,5091665.82,0.0,3809832.71,1243596.98,1243596.98,1243596.98,1243596.98,0.7482487745042151,0.2442416733468969,0.2442416733468969,Actual,2024,2024-03
2024-03-01,Wholesale,18019852.68,0.0,0.0,3036539.73,29636671.11,0.0,11616818.43,8580278.7,8580278.7,8580278.7,8580278.7,0.3919744692945712,0.2895156027528626,0.2895156027528626,Actual,2024,2024-03
2024-04-01,Digital Commerce,21410563.95,0.0,0.0,8452642.34,46472946.25,0.0,25062382.3,16609739.96,16609739.96,16609739.96,16609739.96,0.5392897227814559,0.35740664838954556,0.35740664838954556,Actual,2024,2024-04
2024-04-01,Retail Stores,16549603.81,107500.0,0.0,6672003.35,32597124.15,0.0,16047520.339999998,9375516.989999998,9268016.989999998,9268016.989999998,9268016.989999998,0.49229865389827643,0.28761791828191074,0.284320081346808,Actual,2024,2024-04
2024-04-01,Shared Services,0.0,169791.67,445200.0,26976528.89,0.0,2093269.71,0.0,-26976528.89,-27146320.560000002,-27591520.560000002,-29684790.270000003,,,,Actual,2024,2024-04
2024-04-01,Subscription Services,1459291.76,0.0,0.0,2769454.0,5708958.32,0.0,4249666.5600000005,1480212.5600000005,1480212.5600000005,1480212.5600000005,1480212.5600000005,0.7443856342605073,0.2592789221834782,0.2592789221834782,Actual,2024,2024-04
2024-04-01,Wholesale,18373378.49,0.0,0.0,3183596.4,30163604.78,0.0,11790226.290000003,8606629.890000002,8606629.890000002,8606629.890000002,8606629.890000002,0.39087590412328704,0.2853316091618676,0.2853316091618676,Actual,2024,2024-04
2024-05-01,Digital Commerce,22454399.68,0.0,0.0,8504280.45,48929470.870000005,0.0,26475071.190000005,17970790.740000006,17970790.740000006,17970790.740000006,17970790.740000006,0.5410863988360151,0.36727948249729364,0.36727948249729364,Actual,2024,2024-05
2024-05-01,Retail Stores,16628561.370000001,107500.0,0.0,6585980.31,32679485.840000004,0.0,16050924.470000003,9464944.160000004,9357444.160000004,9357444.160000004,9357444.160000004,0.49116208708380343,0.2896295310868943,0.2863400056480204,Actual,2024,2024-05
2024-05-01,Shared Services,0.0,169791.67,445200.0,27357303.58,0.0,2238577.93,0.0,-27357303.58,-27527095.25,-27972295.25,-30210873.18,,,,Actual,2024,2024-05
2024-05-01,Subscription Services,1431297.26,0.0,0.0,2775377.6799999997,5702611.08,0.0,4271313.82,1495936.1400000006,1495936.1400000006,1495936.1400000006,1495936.1400000006,0.7490101920119021,0.2623247700069352,0.2623247700069352,Actual,2024,2024-05
2024-05-01,Wholesale,17292495.61,0.0,0.0,3116306.64,28511238.17,0.0,11218742.560000002,8102435.920000002,8102435.920000002,8102435.920000002,8102435.920000002,0.3934849301565777,0.2841839372842643,0.2841839372842643,Actual,2024,2024-05
2024-06-01,Digital Commerce,23173017.36,0.0,0.0,8653176.05,50528689.64,0.0,27355672.28,18702496.23,18702496.23,18702496.23,18702496.23,0.5413889114263601,0.3701361813110339,0.3701361813110339,Actual,2024,2024-06
2024-06-01,Retail Stores,18367155.04,107500.0,0.0,6843651.16,36180844.96,0.0,17813689.92,10970038.760000002,10862538.760000002,10862538.760000002,10862538.760000002,0.4923514069307684,0.3032001815360589,0.3002289960892058,Actual,2024,2024-06
2024-06-01,Shared Services,0.0,169791.67,445200.0,27538498.96,0.0,2664037.07,0.0,-27538498.96,-27708290.630000003,-28153490.630000003,-30817527.700000003,,,,Actual,2024,2024-06
2024-06-01,Subscription Services,1516500.27,0.0,0.0,2837823.96,5964755.5,0.0,4448255.23,1610431.2700000005,1610431.2700000005,1610431.2700000005,1610431.2700000005,0.7457565075383225,0.2699911622530044,0.2699911622530044,Actual,2024,2024-06
2024-06-01,Wholesale,16806339.25,0.0,0.0,3207187.7399999998,27647699.630000003,0.0,10841360.380000003,7634172.640000002,7634172.640000002,7634172.640000002,7634172.640000002,0.39212522289688956,0.2761232486668187,0.2761232486668187,Actual,2024,2024-06
2024-07-01,Digital Commerce,21745078.6,0.0,0.0,8499946.8,47563525.83,0.0,25818447.229999997,17318500.429999996,17318500.429999996,17318500.429999996,17318500.429999996,0.5428202972647455,0.3641130493962793,0.3641130493962793,Actual,2024,2024-07
2024-07-01,Retail Stores,17685755.57,107500.0,0.0,6828756.59,34544056.99,0.0,16858301.42,10029544.830000002,9922044.830000002,9922044.830000002,9922044.830000002,0.4880232054063665,0.2903406751819396,0.2872287071802912,Actual,2024,2024-07
2024-07-01,Shared Services,0.0,426041.67,445200.0,27586403.41,0.0,1760169.28,0.0,-27586403.41,-28012445.080000002,-28457645.080000002,-30217814.360000003,,,,Actual,2024,2024-07
2024-07-01,Subscription Services,1514991.5,0.0,0.0,2812962.53,6032576.53,0.0,4517585.03,1704622.5000000005,1704622.5000000005,1704622.5000000005,1704622.5000000005,0.7488649348307563,0.28256956070476913,0.28256956070476913,Actual,2024,2024-07
2024-07-01,Wholesale,15179313.860000001,0.0,0.0,3220556.6999999997,24953025.009999998,0.0,9773711.149999997,6553154.449999997,6553154.449999997,6553154.449999997,6553154.449999997,0.3916844208701411,0.2626196401988858,0.2626196401988858,Actual,2024,2024-07
2024-08-01,Digital Commerce,21143756.53,0.0,0.0,8443286.28,46127009.43,0.0,24983252.9,16539966.62,16539966.62,16539966.62,16539966.62,0.5416187437408729,0.3585744409704299,0.3585744409704299,Actual,2024,2024-08
2024-08-01,Retail Stores,14919323.91,107500.0,0.0,6700970.82,29386318.020000003,0.0,14466994.110000003,7766023.290000003,7658523.290000003,7658523.290000003,7658523.290000003,0.4923037346888415,0.2642734378874731,0.2606152728895024,Actual,2024,2024-08
2024-08-01,Shared Services,0.0,426041.67,445200.0,28172322.1,0.0,1020124.42,0.0,-28172322.1,-28598363.770000003,-29043563.770000003,-30063688.190000005,,,,Actual,2024,2024-08
2024-08-01,Subscription Services,1583324.98,0.0,0.0,2817704.79,6262270.45,0.0,4678945.470000001,1861240.6800000006,1861240.6800000006,1861240.6800000006,1861240.6800000006,0.7471643882770985,0.29721499492248865,0.29721499492248865,Actual,2024,2024-08
2024-08-01,Wholesale,16054582.24,0.0,0.0,3389421.98,26508335.060000002,0.0,10453752.820000002,7064330.840000002,7064330.840000002,7064330.840000002,7064330.840000002,0.39435720109688405,0.2664947015348312,0.2664947015348312,Actual,2024,2024-08
2024-09-01,Digital Commerce,23244644.3,0.0,0.0,8728064.33,50425016.12,0.0,27180371.819999997,18452307.489999995,18452307.489999995,18452307.489999995,18452307.489999995,0.5390255454815708,0.36593557939749044,0.36593557939749044,Actual,2024,2024-09
2024-09-01,Retail Stores,17059476.93,107500.0,0.0,6955783.140000001,33571915.06,0.0,16512438.130000003,9556654.990000002,9449154.990000002,9449154.990000002,9449154.990000002,0.49185273168029997,0.28466219376881746,0.28146011251107944,Actual,2024,2024-09
2024-09-01,Shared Services,0.0,426041.67,445200.0,27856716.61,0.0,2864611.5,0.0,-27856716.61,-28282758.28,-28727958.28,-31592569.78,,,,Actual,2024,2024-09
2024-09-01,Subscription Services,1620034.26,0.0,0.0,2843609.44,6391142.62,0.0,4771108.36,1927498.9200000004,1927498.9200000004,1927498.9200000004,1927498.9200000004,0.746518837659736,0.3015890951906187,0.3015890951906187,Actual,2024,2024-09
2024-09-01,Wholesale,21247899.330000002,0.0,0.0,3673037.72,35278379.93,0.0,14030480.599999998,10357442.879999997,10357442.879999997,10357442.879999997,10357442.879999997,0.39770762228422996,0.2935917947635754,0.2935917947635754,Actual,2024,2024-09
2024-10-01,Digital Commerce,24974147.55,0.0,0.0,9120392.31,54780552.33,0.0,29806404.779999997,20686012.47,20686012.47,20686012.47,20686012.47,0.5441055906199185,0.3776159894370309,0.3776159894370309,Actual,2024,2024-10
2024-10-01,Retail Stores,17314849.51,107500.0,0.0,6995041.67,33845327.379999995,0.0,16530477.869999994,9535436.199999994,9427936.199999994,9427936.199999994,9427936.199999994,0.48841240873232755,0.2817356763295695,0.27855946240813095,Actual,2024,2024-10
2024-10-01,Shared Services,0.0,426041.67,445200.0,28277045.05,0.0,3205551.3,0.0,-28277045.05,-28703086.720000003,-29148286.720000003,-32353838.020000003,,,,Actual,2024,2024-10
2024-10-01,Subscription Services,1637719.8,0.0,0.0,2846122.94,6504846.59,0.0,4867126.79,2021003.85,2021003.85,2021003.85,2021003.85,0.748230834141778,0.3106920081876981,0.3106920081876981,Actual,2024,2024-10
2024-10-01,Wholesale,20838932.64,0.0,0.0,3644082.27,34318554.31,0.0,13479621.670000002,9835539.400000002,9835539.400000002,9835539.400000002,9835539.400000002,0.39277941454754717,0.2865953883475228,0.2865953883475228,Actual,2024,2024-10
2024-11-01,Digital Commerce,29254458.23,0.0,0.0,9646034.53,63309548.99,0.0,34055090.760000005,24409056.230000004,24409056.230000004,24409056.230000004,24409056.230000004,0.5379139687976476,0.38555094167319864,0.38555094167319864,Actual,2024,2024-11
2024-11-01,Retail Stores,17853372.63,107500.0,0.0,7170191.2,35064951.42,0.0,17211578.790000003,10041387.590000004,9933887.590000004,9933887.590000004,9933887.590000004,0.4908484995129077,0.2863653643698675,0.2832996250590557,Actual,2024,2024-11
2024-11-01,Shared Services,0.0,646875.0,445200.0,28401471.3,0.0,3766253.91,0.0,-28401471.3,-29048346.3,-29493546.3,-33259800.21,,,,Actual,2024,2024-11
2024-11-01,Subscription Services,1610991.4000000001,0.0,0.0,2864013.64,6351966.55,0.0,4740975.149999999,1876961.5099999993,1876961.5099999993,1876961.5099999993,1876961.5099999993,0.7463791115209824,0.2954929776826358,0.2954929776826358,Actual,2024,2024-11
2024-11-01,Wholesale,18614257.1,0.0,0.0,3570199.91,30523113.63,0.0,11908856.529999997,8338656.619999997,8338656.619999997,8338656.619999997,8338656.619999997,0.390158640902717,0.2731915466122123,0.2731915466122123,Actual,2024,2024-11
2024-12-01,Digital Commerce,32211965.31,0.0,0.0,10255880.77,70098264.03,0.0,37886298.72,27630417.95,27630417.95,27630417.95,27630417.95,0.5404741364748459,0.3941669359768309,0.3941669359768309,Actual,2024,2024-12
2024-12-01,Retail Stores,22114443.04,107500.0,0.0,7593580.49,43436581.52,0.0,21322138.480000004,13728557.990000004,13621057.990000004,13621057.990000004,13621057.990000004,0.49087975466445044,0.316059816624354,0.3135849441496289,Actual,2024,2024-12
2024-12-01,Shared Services,0.0,646875.0,445200.0,29011532.64,0.0,5198952.43,0.0,-29011532.64,-29658407.64,-30103607.64,-35302560.07,,,,Actual,2024,2024-12
