Month,ProjectID,CostCenterID,Department,Version,CapexSpendTRY,DepreciationTRY,RemainingNBVTRY
2023-01-01,CPX-001,CC-701,Technology,Budget,0.0,0.0,8400000.0
2023-02-01,CPX-001,CC-701,Technology,Budget,1680000.0,0.0,8400000.0
2023-03-01,CPX-001,CC-701,Technology,Budget,1680000.0,0.0,8400000.0
2023-04-01,CPX-001,CC-701,Technology,Budget,1680000.0,0.0,8400000.0
2023-05-01,CPX-001,CC-701,Technology,Budget,1680000.0,0.0,8400000.0
2023-06-01,CPX-001,CC-701,Technology,Budget,1680000.0,175000.0,8225000.0
2023-07-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,8050000.0
2023-08-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,7875000.0
2023-09-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,7700000.0
2023-10-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,7525000.0
2023-11-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,7350000.0
2023-12-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,7175000.0
2024-01-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,7000000.0
2024-02-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,6825000.0
2024-03-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,6650000.0
2024-04-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,6475000.0
2024-05-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,6300000.0
2024-06-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,6125000.0
2024-07-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,5950000.0
2024-08-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,5775000.0
2024-09-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,5600000.0
2024-10-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,5425000.0
2024-11-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,5250000.0
2024-12-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,5075000.0
2025-01-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,4900000.0
2025-02-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,4725000.0
2025-03-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,4550000.0
2025-04-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,4375000.0
2025-05-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,4200000.0
2025-06-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,4025000.0
2025-07-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,3850000.0
2025-08-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,3675000.0
2025-09-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,3500000.0
2025-10-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,3325000.0
2025-11-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,3150000.0
2025-12-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,2975000.0
2026-01-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,2800000.0
2026-02-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,2625000.0
2026-03-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,2450000.0
2026-04-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,2275000.0
2026-05-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,2100000.0
2026-06-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,1925000.0
2026-07-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,1750000.0
2026-08-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,1575000.0
2026-09-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,1400000.0
2026-10-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,1225000.0
2026-11-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,1050000.0
2026-12-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,875000.0
2027-01-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,700000.0
2027-02-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,525000.0
2027-03-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,350000.0
2027-04-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,175000.0
2027-05-01,CPX-001,CC-701,Technology,Budget,0.0,175000.0,0.0
2027-06-01,CPX-001,CC-701,Technology,Budget,0.0,0.0,8400000.0
2023-01-01,CPX-001,CC-701,Technology,Forecast,0.0,0.0,8150000.0
2023-02-01,CPX-001,CC-701,Technology,Forecast,1630000.0,0.0,8150000.0
2023-03-01,CPX-001,CC-701,Technology,Forecast,1630000.0,0.0,8150000.0
2023-04-01,CPX-001,CC-701,Technology,Forecast,1630000.0,0.0,8150000.0
2023-05-01,CPX-001,CC-701,Technology,Forecast,1630000.0,0.0,8150000.0
2023-06-01,CPX-001,CC-701,Technology,Forecast,1630000.0,169791.67,7980208.33
2023-07-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,7810416.67
2023-08-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,7640625.0
2023-09-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,7470833.33
2023-10-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,7301041.67
2023-11-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,7131250.0
2023-12-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,6961458.33
2024-01-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,6791666.67
2024-02-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,6621875.0
2024-03-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,6452083.33
2024-04-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,6282291.67
2024-05-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,6112500.0
2024-06-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,5942708.33
2024-07-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,5772916.67
2024-08-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,5603125.0
2024-09-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,5433333.33
2024-10-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,5263541.67
2024-11-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,5093750.0
2024-12-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,4923958.33
2025-01-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,4754166.67
2025-02-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,4584375.0
2025-03-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,4414583.33
2025-04-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,4244791.67
2025-05-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,4075000.0
2025-06-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,3905208.33
2025-07-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,3735416.67
2025-08-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,3565625.0
2025-09-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,3395833.33
2025-10-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,3226041.67
2025-11-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,3056250.0
2025-12-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,2886458.33
2026-01-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,2716666.67
2026-02-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,2546875.0
2026-03-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,2377083.33
2026-04-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,2207291.67
2026-05-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,2037500.0
2026-06-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,1867708.33
2026-07-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,1697916.67
2026-08-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,1528125.0
2026-09-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,1358333.33
2026-10-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,1188541.67
2026-11-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,1018750.0
2026-12-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,848958.33
2027-01-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,679166.67
2027-02-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,509375.0
2027-03-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,339583.33
2027-04-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,169791.67
2027-05-01,CPX-001,CC-701,Technology,Forecast,0.0,169791.67,0.0
2027-06-01,CPX-001,CC-701,Technology,Forecast,0.0,0.0,8150000.0
2023-01-01,CPX-002,CC-201,Sales,Actual,0.0,0.0,6450000.0
2023-02-01,CPX-002,CC-201,Sales,Actual,0.0,0.0,6450000.0
2023-03-01,CPX-002,CC-201,Sales,Actual,0.0,0.0,6450000.0
2023-04-01,CPX-002,CC-201,Sales,Actual,0.0,0.0,6450000.0
2023-05-01,CPX-002,CC-201,Sales,Actual,1075000.0,0.0,6450000.0
2023-06-01,CPX-002,CC-201,Sales,Actual,1075000.0,0.0,6450000.0
2023-07-01,CPX-002,CC-201,Sales,Actual,1075000.0,0.0,6450000.0
2023-08-01,CPX-002,CC-201,Sales,Actual,1075000.0,0.0,6450000.0
2023-09-01,CPX-002,CC-201,Sales,Actual,1075000.0,0.0,6450000.0
2023-10-01,CPX-002,CC-201,Sales,Actual,1075000.0,107500.0,6342500.0
2023-11-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,6235000.0
2023-12-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,6127500.0
2024-01-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,6020000.0
2024-02-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,5912500.0
2024-03-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,5805000.0
2024-04-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,5697500.0
2024-05-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,5590000.0
2024-06-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,5482500.0
2024-07-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,5375000.0
2024-08-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,5267500.0
2024-09-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,5160000.0
2024-10-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,5052500.0
2024-11-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,4945000.0
2024-12-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,4837500.0
2025-01-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,4730000.0
2025-02-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,4622500.0
2025-03-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,4515000.0
2025-04-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,4407500.0
2025-05-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,4300000.0
2025-06-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,4192500.0
2025-07-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,4085000.0
2025-08-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,3977500.0
2025-09-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,3870000.0
2025-10-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,3762500.0
2025-11-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,3655000.0
2025-12-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,3547500.0
2026-01-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,3440000.0
2026-02-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,3332500.0
2026-03-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,3225000.0
2026-04-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,3117500.0
2026-05-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,3010000.0
2026-06-01,CPX-002,CC-201,Sales,Actual,0.0,107500.0,2902500.0
2023-01-01,CPX-002,CC-201,Sales,Budget,0.0,0.0,6200000.0
2023-02-01,CPX-002,CC-201,Sales,Budget,0.0,0.0,6200000.0
2023-03-01,CPX-002,CC-201,Sales,Budget,0.0,0.0,6200000.0
2023-04-01,CPX-002,CC-201,Sales,Budget,0.0,0.0,6200000.0
2023-05-01,CPX-002,CC-201,Sales,Budget,1033333.33,0.0,6200000.0
2023-06-01,CPX-002,CC-201,Sales,Budget,1033333.33,0.0,6200000.0
2023-07-01,CPX-002,CC-201,Sales,Budget,1033333.33,0.0,6200000.0
2023-08-01,CPX-002,CC-201,Sales,Budget,1033333.33,0.0,6200000.0
2023-09-01,CPX-002,CC-201,Sales,Budget,1033333.33,0.0,6200000.0
2023-10-01,CPX-002,CC-201,Sales,Budget,1033333.33,103333.33,6096666.67
2023-11-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,5993333.33
2023-12-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,5890000.0
2024-01-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,5786666.67
2024-02-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,5683333.33
2024-03-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,5580000.0
2024-04-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,5476666.67
2024-05-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,5373333.33
2024-06-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,5270000.0
2024-07-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,5166666.67
2024-08-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,5063333.33
2024-09-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,4960000.0
2024-10-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,4856666.67
2024-11-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,4753333.33
2024-12-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,4650000.0
2025-01-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,4546666.67
2025-02-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,4443333.33
2025-03-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,4340000.0
2025-04-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,4236666.67
2025-05-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,4133333.33
2025-06-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,4030000.0
2025-07-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,3926666.67
2025-08-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,3823333.33
2025-09-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,3720000.0
2025-10-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,3616666.67
2025-11-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,3513333.33
2025-12-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,3410000.0
2026-01-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,3306666.67
2026-02-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,3203333.33
2026-03-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,3100000.0
2026-04-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,2996666.67
2026-05-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,2893333.33
2026-06-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,2790000.0
2026-07-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,2686666.67
2026-08-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,2583333.33
2026-09-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,2480000.0
2026-10-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,2376666.67
2026-11-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,2273333.33
2026-12-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,2170000.0
2027-01-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,2066666.67
2027-02-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,1963333.33
2027-03-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,1860000.0
2027-04-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,1756666.67
2027-05-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,1653333.33
2027-06-01,CPX-002,CC-201,Sales,Budget,0.0,103333.33,1550000.0
2023-01-01,CPX-002,CC-201,Sales,Forecast,0.0,0.0,6450000.0
2023-02-01,CPX-002,CC-201,Sales,Forecast,0.0,0.0,6450000.0
2023-03-01,CPX-002,CC-201,Sales,Forecast,0.0,0.0,6450000.0
2023-04-01,CPX-002,CC-201,Sales,Forecast,0.0,0.0,6450000.0
2023-05-01,CPX-002,CC-201,Sales,Forecast,1075000.0,0.0,6450000.0
2023-06-01,CPX-002,CC-201,Sales,Forecast,1075000.0,0.0,6450000.0
2023-07-01,CPX-002,CC-201,Sales,Forecast,1075000.0,0.0,6450000.0
2023-08-01,CPX-002,CC-201,Sales,Forecast,1075000.0,0.0,6450000.0
2023-09-01,CPX-002,CC-201,Sales,Forecast,1075000.0,0.0,6450000.0
2023-10-01,CPX-002,CC-201,Sales,Forecast,1075000.0,107500.0,6342500.0
2023-11-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,6235000.0
2023-12-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,6127500.0
2024-01-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,6020000.0
2024-02-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,5912500.0
2024-03-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,5805000.0
2024-04-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,5697500.0
2024-05-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,5590000.0
2024-06-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,5482500.0
2024-07-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,5375000.0
2024-08-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,5267500.0
2024-09-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,5160000.0
2024-10-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,5052500.0
2024-11-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,4945000.0
2024-12-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,4837500.0
2025-01-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,4730000.0
2025-02-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,4622500.0
2025-03-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,4515000.0
2025-04-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,4407500.0
2025-05-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,4300000.0
2025-06-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,4192500.0
2025-07-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,4085000.0
2025-08-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,3977500.0
2025-09-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,3870000.0
2025-10-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,3762500.0
2025-11-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,3655000.0
2025-12-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,3547500.0
2026-01-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,3440000.0
2026-02-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,3332500.0
2026-03-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,3225000.0
2026-04-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,3117500.0
2026-05-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,3010000.0
2026-06-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,2902500.0
2026-07-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,2795000.0
2026-08-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,2687500.0
2026-09-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,2580000.0
2026-10-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,2472500.0
2026-11-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,2365000.0
2026-12-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,2257500.0
2027-01-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,2150000.0
2027-02-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,2042500.0
2027-03-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,1935000.0
2027-04-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,1827500.0
2027-05-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,1720000.0
2027-06-01,CPX-002,CC-201,Sales,Forecast,0.0,107500.0,1612500.0
2023-01-01,CPX-003,CC-701,Technology,Actual,0.0,0.0,12300000.0
2023-02-01,CPX-003,CC-701,Technology,Actual,0.0,0.0,12300000.0
2023-03-01,CPX-003,CC-701,Technology,Actual,0.0,0.0,12300000.0
2023-04-01,CPX-003,CC-701,Technology,Actual,0.0,0.0,12300000.0
2023-05-01,CPX-003,CC-701,Technology,Actual,0.0,0.0,12300000.0
2023-06-01,CPX-003,CC-701,Technology,Actual,0.0,0.0,12300000.0
2023-07-01,CPX-003,CC-701,Technology,Actual,0.0,0.0,12300000.0
2023-08-01,CPX-003,CC-701,Technology,Actual,0.0,0.0,12300000.0
2023-09-01,CPX-003,CC-701,Technology,Actual,0.0,0.0,12300000.0
2023-10-01,CPX-003,CC-701,Technology,Actual,0.0,0.0,12300000.0
2023-11-01,CPX-003,CC-701,Technology,Actual,0.0,0.0,12300000.0
2023-12-01,CPX-003,CC-701,Technology,Actual,0.0,0.0,12300000.0
2024-01-01,CPX-003,CC-701,Technology,Actual,1757142.86,0.0,12300000.0
2024-02-01,CPX-003,CC-701,Technology,Actual,1757142.86,0.0,12300000.0
2024-03-01,CPX-003,CC-701,Technology,Actual,1757142.86,0.0,12300000.0
2024-04-01,CPX-003,CC-701,Technology,Actual,1757142.86,0.0,12300000.0
2024-05-01,CPX-003,CC-701,Technology,Actual,1757142.86,0.0,12300000.0
2024-06-01,CPX-003,CC-701,Technology,Actual,1757142.86,0.0,12300000.0
2024-07-01,CPX-003,CC-701,Technology,Actual,1757142.86,256250.0,12043750.0
2024-08-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,11787500.0
2024-09-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,11531250.0
2024-10-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,11275000.0
2024-11-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,11018750.0
2024-12-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,10762500.0
2025-01-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,10506250.0
2025-02-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,10250000.0
2025-03-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,9993750.0
2025-04-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,9737500.0
2025-05-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,9481250.0
2025-06-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,9225000.0
2025-07-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,8968750.0
2025-08-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,8712500.0
2025-09-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,8456250.0
2025-10-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,8200000.0
2025-11-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,7943750.0
2025-12-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,7687500.0
